subscriber_id,start_month,channel,promo_code,monthly_price_usd,last_paid_month
LX01373,2026-01,Organic,,12.99,2026-09
LX01374,2026-01,Organic,,12.99,2026-08
LX01375,2026-01,Paid social,,12.99,2026-01
LX01376,2026-01,Organic,,12.99,2026-09
LX01377,2026-01,Referral,,12.99,2026-09
LX01378,2026-01,Organic,,12.99,2026-04
LX01379,2026-01,Referral,,12.99,2026-02
LX01380,2026-01,Referral,,12.99,2026-01
LX01381,2026-01,Referral,,12.99,2026-03
LX01382,2026-01,Organic,,12.99,2026-05
LX01383,2026-01,Paid social,,12.99,2026-09
LX01384,2026-01,Organic,,12.99,2026-01
LX01385,2026-01,Paid social,,12.99,2026-01
LX01386,2026-01,Organic,,12.99,2026-03
LX01387,2026-01,Organic,,12.99,2026-05
LX01388,2026-01,Organic,,12.99,2026-09
LX01389,2026-01,Organic,,12.99,2026-01
LX01390,2026-01,Paid social,,12.99,2026-07
LX01391,2026-01,Referral,,12.99,2026-09
LX01392,2026-01,Paid social,,12.99,2026-09
LX01393,2026-01,Organic,,12.99,2026-09
LX01394,2026-01,Organic,,12.99,2026-02
LX01395,2026-01,Referral,,12.99,2026-09
LX01396,2026-01,Referral,,12.99,2026-09
LX01397,2026-01,Referral,,12.99,2026-04
LX01398,2026-01,Paid social,,12.99,2026-06
LX01399,2026-01,Paid social,,12.99,2026-01
LX01400,2026-01,Paid social,,12.99,2026-06
LX01401,2026-01,Organic,,12.99,2026-09
LX01402,2026-01,Paid social,,12.99,2026-01
LX01403,2026-01,Paid social,,12.99,2026-06
LX01404,2026-01,Organic,,12.99,2026-05
LX01405,2026-01,Paid social,,12.99,2026-01
LX01406,2026-01,Organic,,12.99,2026-03
LX01407,2026-01,Paid social,,12.99,2026-01
LX01408,2026-01,Organic,,12.99,2026-09
LX01409,2026-01,Referral,,12.99,2026-09
LX01410,2026-01,Organic,,12.99,2026-03
LX01411,2026-01,Organic,,12.99,2026-02
LX01412,2026-01,Organic,,12.99,2026-03
LX01413,2026-01,Referral,,12.99,2026-09
LX01414,2026-01,Paid social,,12.99,2026-04
LX01415,2026-01,Paid social,,12.99,2026-01
LX01416,2026-01,Organic,,12.99,2026-01
LX01417,2026-01,Referral,,12.99,2026-02
LX01418,2026-01,Paid social,,12.99,2026-09
LX01419,2026-01,Referral,,12.99,2026-01
LX01420,2026-01,Organic,,12.99,2026-03
LX01421,2026-01,Paid social,,12.99,2026-01
LX01422,2026-01,Organic,,12.99,2026-09
LX01423,2026-01,Referral,,12.99,2026-06
LX01424,2026-01,Organic,,12.99,2026-09
LX01425,2026-01,Paid social,,12.99,2026-01
LX01426,2026-01,Referral,,12.99,2026-01
LX01427,2026-01,Organic,,12.99,2026-01
LX01428,2026-01,Referral,,12.99,2026-09
LX01429,2026-01,Referral,,12.99,2026-01
LX01430,2026-01,Referral,,12.99,2026-03
LX01431,2026-01,Paid social,,12.99,2026-01
LX01432,2026-01,Referral,,12.99,2026-09
LX01433,2026-01,Organic,,12.99,2026-09
LX01434,2026-01,Paid social,,12.99,2026-01
LX01435,2026-01,Organic,,12.99,2026-04
LX01436,2026-01,Paid social,,12.99,2026-09
LX01437,2026-01,Organic,,12.99,2026-06
LX01438,2026-01,Organic,,12.99,2026-02
LX01439,2026-01,Organic,,12.99,2026-01
LX01440,2026-01,Organic,,12.99,2026-04
LX01441,2026-01,Organic,,12.99,2026-07
LX01442,2026-01,Paid social,,12.99,2026-06
LX01443,2026-01,Organic,,12.99,2026-03
LX01444,2026-01,Paid social,,12.99,2026-09
LX01445,2026-01,Paid social,,12.99,2026-01
LX01446,2026-01,Paid social,,12.99,2026-01
LX01447,2026-01,Organic,,12.99,2026-01
LX01448,2026-01,Organic,,12.99,2026-01
LX01449,2026-01,Organic,,12.99,2026-01
LX01450,2026-01,Referral,,12.99,2026-01
LX01451,2026-01,Paid social,,12.99,2026-01
LX01452,2026-01,Organic,,12.99,2026-09
LX01453,2026-01,Paid social,,12.99,2026-09
LX01454,2026-01,Referral,,12.99,2026-09
LX01455,2026-01,Referral,,12.99,2026-08
LX01456,2026-01,Organic,,12.99,2026-02
LX01457,2026-01,Organic,,12.99,2026-09
LX01458,2026-01,Organic,,12.99,2026-03
LX01459,2026-01,Paid social,,12.99,2026-07
LX01460,2026-01,Organic,,12.99,2026-04
LX01461,2026-01,Organic,,12.99,2026-09
LX01462,2026-01,Organic,,12.99,2026-07
LX01463,2026-01,Paid social,,12.99,2026-01
LX01464,2026-01,Referral,,12.99,2026-04
LX01465,2026-01,Paid social,,12.99,2026-01
LX01466,2026-01,Paid social,,12.99,2026-03
LX01467,2026-01,Organic,,12.99,2026-03
LX01468,2026-01,Paid social,,12.99,2026-01
LX01469,2026-01,Organic,,12.99,2026-01
LX01470,2026-01,Organic,,12.99,2026-01
LX01471,2026-01,Paid social,,12.99,2026-01
LX01472,2026-01,Organic,,12.99,2026-01
LX01473,2026-01,Organic,,12.99,2026-01
LX01474,2026-01,Organic,,12.99,2026-01
LX01475,2026-01,Organic,,12.99,2026-03
LX01476,2026-01,Organic,,12.99,2026-03
LX01477,2026-01,Paid social,,12.99,2026-09
LX01478,2026-01,Paid social,,12.99,2026-03
LX01479,2026-01,Paid social,,12.99,2026-03
LX01480,2026-01,Referral,,12.99,2026-09
LX01481,2026-01,Organic,,12.99,2026-09
LX01482,2026-01,Organic,,12.99,2026-03
LX01483,2026-01,Organic,,12.99,2026-01
LX01484,2026-01,Referral,,12.99,2026-04
LX01485,2026-01,Paid social,,12.99,2026-04
LX01486,2026-01,Paid social,,12.99,2026-08
LX01487,2026-01,Referral,,12.99,2026-08
LX01488,2026-01,Paid social,,12.99,2026-09
LX01489,2026-01,Paid social,,12.99,2026-04
LX01490,2026-01,Organic,,12.99,2026-09
LX01491,2026-01,Organic,,12.99,2026-09
LX01492,2026-01,Referral,,12.99,2026-01
LX01493,2026-01,Paid social,,12.99,2026-03
LX01494,2026-01,Paid social,,12.99,2026-02
LX01495,2026-01,Paid social,,12.99,2026-01
LX01496,2026-01,Organic,,12.99,2026-08
LX01497,2026-01,Paid social,,12.99,2026-02
LX01498,2026-01,Paid social,,12.99,2026-02
LX01499,2026-01,Paid social,,12.99,2026-01
LX01500,2026-01,Organic,,12.99,2026-01
LX01501,2026-01,Paid social,,12.99,2026-03
LX01502,2026-01,Organic,,12.99,2026-06
LX01503,2026-01,Paid social,,12.99,2026-02
LX01504,2026-01,Referral,,12.99,2026-08
LX01505,2026-01,Referral,,12.99,2026-01
LX01506,2026-01,Referral,,12.99,2026-09
LX01507,2026-01,Organic,,12.99,2026-06
LX01508,2026-01,Paid social,,12.99,2026-01
LX01509,2026-01,Organic,,12.99,2026-01
LX01510,2026-01,Paid social,,12.99,2026-01
LX01511,2026-01,Paid social,,12.99,2026-04
LX01512,2026-01,Referral,,12.99,2026-09
LX01513,2026-01,Organic,,12.99,2026-05
LX01514,2026-01,Organic,,12.99,2026-09
LX01515,2026-01,Referral,,12.99,2026-01
LX01516,2026-01,Organic,,12.99,2026-08
LX01517,2026-01,Paid social,,12.99,2026-08
LX01518,2026-01,Organic,,12.99,2026-05
LX01519,2026-01,Organic,,12.99,2026-03
LX01520,2026-01,Organic,,12.99,2026-01
LX01521,2026-01,Paid social,,12.99,2026-09
LX01522,2026-01,Paid social,,12.99,2026-03
LX01523,2026-01,Paid social,,12.99,2026-09
LX01524,2026-01,Referral,,12.99,2026-05
LX01525,2026-01,Paid social,,12.99,2026-05
LX01526,2026-01,Organic,,12.99,2026-09
LX01527,2026-01,Organic,,12.99,2026-09
LX01528,2026-01,Paid social,,12.99,2026-04
LX01529,2026-01,Organic,,12.99,2026-09
LX01530,2026-01,Paid social,,12.99,2026-01
LX01531,2026-01,Referral,,12.99,2026-02
LX01532,2026-01,Paid social,,12.99,2026-09
LX01533,2026-01,Paid social,,12.99,2026-09
LX01534,2026-01,Paid social,,12.99,2026-02
LX01535,2026-01,Paid social,,12.99,2026-01
LX01536,2026-01,Paid social,,12.99,2026-06
LX01537,2026-01,Paid social,,12.99,2026-07
LX01538,2026-01,Organic,,12.99,2026-09
LX01539,2026-01,Paid social,,12.99,2026-01
LX01540,2026-01,Paid social,,12.99,2026-02
LX01541,2026-01,Paid social,,12.99,2026-08
LX01542,2026-01,Referral,,12.99,2026-09
LX01543,2026-01,Organic,,12.99,2026-01
LX01544,2026-01,Referral,,12.99,2026-02
LX01545,2026-01,Organic,,12.99,2026-06
LX01546,2026-01,Paid social,,12.99,2026-01
LX01547,2026-01,Organic,,12.99,2026-01
LX01548,2026-01,Paid social,,12.99,2026-01
LX01549,2026-01,Organic,,12.99,2026-09
LX01550,2026-01,Paid social,,12.99,2026-05
LX01551,2026-01,Paid social,,12.99,2026-02
LX01552,2026-01,Referral,,12.99,2026-01
LX01553,2026-01,Organic,,12.99,2026-09
LX01554,2026-01,Paid social,,12.99,2026-04
LX01555,2026-01,Referral,,12.99,2026-01
LX01556,2026-01,Organic,,12.99,2026-09
LX01557,2026-01,Organic,,12.99,2026-02
LX01558,2026-01,Referral,,12.99,2026-05
LX01559,2026-01,Paid social,,12.99,2026-01
LX01560,2026-01,Organic,,12.99,2026-01
LX01561,2026-01,Organic,,12.99,2026-01
LX01562,2026-01,Organic,,12.99,2026-01
LX01563,2026-01,Organic,,12.99,2026-09
LX01564,2026-01,Organic,,12.99,2026-07
LX01565,2026-01,Organic,,12.99,2026-09
LX01566,2026-01,Organic,,12.99,2026-01
LX01567,2026-01,Organic,,12.99,2026-05
LX01568,2026-01,Paid social,,12.99,2026-07
LX01569,2026-01,Paid social,,12.99,2026-09
LX01570,2026-01,Organic,,12.99,2026-01
LX01571,2026-01,Organic,,12.99,2026-09
LX01572,2026-01,Referral,,12.99,2026-01
LX01573,2026-01,Paid social,,12.99,2026-06
LX01574,2026-01,Organic,,12.99,2026-01
LX01575,2026-01,Paid social,,12.99,2026-01
LX01576,2026-01,Referral,,12.99,2026-07
LX01577,2026-01,Paid social,,12.99,2026-04
LX01578,2026-01,Organic,,12.99,2026-09
LX01579,2026-01,Organic,,12.99,2026-01
LX01580,2026-01,Paid social,,12.99,2026-06
LX01581,2026-01,Organic,,12.99,2026-01
LX01582,2026-01,Paid social,,12.99,2026-09
LX01583,2026-01,Organic,,12.99,2026-08
LX01584,2026-01,Organic,,12.99,2026-04
LX01585,2026-01,Organic,,12.99,2026-09
LX01586,2026-01,Paid social,,12.99,2026-01
LX01587,2026-01,Paid social,,12.99,2026-05
LX01588,2026-01,Organic,,12.99,2026-09
LX01589,2026-01,Paid social,,12.99,2026-01
LX01590,2026-01,Organic,,12.99,2026-09
LX01591,2026-01,Organic,,12.99,2026-09
LX01592,2026-01,Organic,,12.99,2026-02
LX01593,2026-01,Paid social,,12.99,2026-07
LX01594,2026-01,Organic,,12.99,2026-02
LX01595,2026-01,Organic,,12.99,2026-01
LX01596,2026-01,Referral,,12.99,2026-04
LX01597,2026-01,Referral,,12.99,2026-09
LX01598,2026-01,Organic,,12.99,2026-07
LX01599,2026-01,Organic,,12.99,2026-01
LX01600,2026-01,Organic,,12.99,2026-04
LX01601,2026-01,Paid social,,12.99,2026-09
LX01602,2026-01,Referral,,12.99,2026-01
LX01603,2026-01,Organic,,12.99,2026-09
LX01604,2026-01,Paid social,,12.99,2026-01
LX01605,2026-01,Organic,,12.99,2026-03
LX01606,2026-01,Organic,,12.99,2026-01
LX01607,2026-01,Organic,,12.99,2026-09
LX01608,2026-01,Organic,,12.99,2026-09
LX01609,2026-01,Organic,,12.99,2026-06
LX01610,2026-01,Paid social,,12.99,2026-01
LX01611,2026-01,Organic,,12.99,2026-01
LX01612,2026-01,Referral,,12.99,2026-09
LX01613,2026-01,Paid social,,12.99,2026-05
LX01614,2026-01,Organic,,12.99,2026-07
LX01615,2026-01,Paid social,,12.99,2026-09
LX01616,2026-01,Paid social,,12.99,2026-02
LX01617,2026-01,Paid social,,12.99,2026-04
LX01618,2026-01,Referral,,12.99,2026-09
LX01619,2026-01,Paid social,,12.99,2026-01
LX01620,2026-01,Paid social,,12.99,2026-01
LX01621,2026-01,Paid social,,12.99,2026-08
LX01622,2026-01,Paid social,,12.99,2026-01
LX01623,2026-01,Paid social,,12.99,2026-04
LX01624,2026-01,Paid social,,12.99,2026-02
LX01625,2026-01,Organic,,12.99,2026-09
LX01626,2026-01,Organic,,12.99,2026-02
LX01627,2026-01,Organic,,12.99,2026-09
LX01628,2026-01,Organic,,12.99,2026-04
LX01629,2026-01,Referral,,12.99,2026-08
LX01630,2026-01,Organic,,12.99,2026-05
LX01631,2026-01,Referral,,12.99,2026-02
LX01632,2026-01,Referral,,12.99,2026-09
LX01633,2026-01,Organic,,12.99,2026-09
LX01634,2026-01,Referral,,12.99,2026-09
LX01635,2026-01,Paid social,,12.99,2026-01
LX01636,2026-01,Organic,,12.99,2026-01
LX01637,2026-01,Paid social,,12.99,2026-01
LX01638,2026-01,Organic,,12.99,2026-09
LX01639,2026-01,Referral,,12.99,2026-01
LX01640,2026-01,Organic,,12.99,2026-01
LX01641,2026-01,Referral,,12.99,2026-08
LX01642,2026-01,Paid social,,12.99,2026-06
LX01643,2026-01,Paid social,,12.99,2026-09
LX01644,2026-01,Organic,,12.99,2026-09
LX01645,2026-01,Paid social,,12.99,2026-01
LX01646,2026-01,Organic,,12.99,2026-01
LX01647,2026-01,Referral,,12.99,2026-01
LX01648,2026-01,Paid social,,12.99,2026-01
LX01649,2026-01,Paid social,,12.99,2026-09
LX01650,2026-01,Referral,,12.99,2026-01
LX01651,2026-01,Paid social,,12.99,2026-03
LX01652,2026-01,Paid social,,12.99,2026-05
LX01653,2026-01,Organic,,12.99,2026-02
LX01654,2026-01,Organic,,12.99,2026-03
LX01655,2026-01,Paid social,,12.99,2026-05
LX01656,2026-01,Referral,,12.99,2026-07
LX01657,2026-01,Paid social,,12.99,2026-02
LX01658,2026-01,Referral,,12.99,2026-09
LX01659,2026-01,Organic,,12.99,2026-05
LX01660,2026-01,Referral,,12.99,2026-01
LX01661,2026-01,Organic,,12.99,2026-03
LX01662,2026-01,Referral,,12.99,2026-09
LX01663,2026-01,Paid social,,12.99,2026-07
LX01664,2026-01,Organic,,12.99,2026-06
LX01665,2026-01,Referral,,12.99,2026-04
LX01666,2026-01,Referral,,12.99,2026-09
LX01667,2026-01,Organic,,12.99,2026-09
LX01668,2026-01,Referral,,12.99,2026-09
LX01669,2026-01,Organic,,12.99,2026-09
LX01670,2026-01,Organic,,12.99,2026-05
LX01671,2026-01,Organic,,12.99,2026-02
LX01672,2026-01,Paid social,,12.99,2026-01
LX01673,2026-01,Referral,,12.99,2026-06
LX01674,2026-01,Organic,,12.99,2026-01
LX01675,2026-01,Organic,,12.99,2026-03
LX01676,2026-01,Referral,,12.99,2026-03
LX01677,2026-01,Organic,,12.99,2026-09
LX01678,2026-01,Organic,,12.99,2026-01
LX01679,2026-01,Organic,,12.99,2026-01
LX01680,2026-01,Organic,,12.99,2026-07
LX01681,2026-01,Paid social,,12.99,2026-06
LX01682,2026-01,Paid social,,12.99,2026-01
LX01683,2026-01,Referral,,12.99,2026-03
LX01684,2026-01,Organic,,12.99,2026-09
LX01685,2026-01,Paid social,,12.99,2026-04
LX01686,2026-01,Paid social,,12.99,2026-09
LX01687,2026-01,Referral,,12.99,2026-09
LX01688,2026-01,Organic,,12.99,2026-02
LX01689,2026-01,Paid social,,12.99,2026-09
LX01690,2026-01,Paid social,,12.99,2026-08
LX01691,2026-01,Organic,,12.99,2026-01
LX01692,2026-01,Referral,,12.99,2026-04
LX01693,2026-01,Organic,,12.99,2026-01
LX01694,2026-01,Organic,,12.99,2026-09
LX01695,2026-01,Organic,,12.99,2026-09
LX01696,2026-01,Paid social,,12.99,2026-01
LX01697,2026-01,Organic,,12.99,2026-09
LX01698,2026-01,Organic,,12.99,2026-08
LX01699,2026-01,Paid social,,12.99,2026-01
LX01700,2026-01,Organic,,12.99,2026-03
LX01701,2026-01,Organic,,12.99,2026-07
LX01702,2026-01,Organic,,12.99,2026-06
LX01703,2026-01,Organic,,12.99,2026-09
LX01704,2026-01,Organic,,12.99,2026-09
LX01705,2026-01,Organic,,12.99,2026-02
LX01706,2026-01,Referral,,12.99,2026-01
LX01707,2026-01,Organic,,12.99,2026-01
LX01708,2026-01,Paid social,,12.99,2026-02
LX01709,2026-01,Organic,,12.99,2026-04
LX01710,2026-01,Paid social,,12.99,2026-03
LX01711,2026-01,Organic,,12.99,2026-01
LX01712,2026-01,Paid social,,12.99,2026-02
LX01713,2026-01,Organic,,12.99,2026-03
LX01714,2026-01,Referral,,12.99,2026-06
LX01715,2026-02,Referral,,12.99,2026-02
LX01716,2026-02,Paid social,,12.99,2026-03
LX01717,2026-02,Organic,,12.99,2026-06
LX01718,2026-02,Organic,,12.99,2026-09
LX01719,2026-02,Organic,,12.99,2026-02
LX01720,2026-02,Organic,,12.99,2026-04
LX01721,2026-02,Organic,,12.99,2026-09
LX01722,2026-02,Paid social,,12.99,2026-02
LX01723,2026-02,Referral,,12.99,2026-03
LX01724,2026-02,Paid social,,12.99,2026-05
LX01725,2026-02,Organic,,12.99,2026-09
LX01726,2026-02,Organic,,12.99,2026-03
LX01727,2026-02,Referral,,12.99,2026-03
LX01728,2026-02,Organic,,12.99,2026-06
LX01729,2026-02,Paid social,,12.99,2026-09
LX01730,2026-02,Organic,,12.99,2026-03
LX01731,2026-02,Organic,,12.99,2026-02
LX01732,2026-02,Organic,,12.99,2026-09
LX01733,2026-02,Referral,,12.99,2026-09
LX01734,2026-02,Organic,,12.99,2026-09
LX01735,2026-02,Referral,,12.99,2026-07
LX01736,2026-02,Organic,,12.99,2026-08
LX01737,2026-02,Referral,,12.99,2026-02
LX01738,2026-02,Organic,,12.99,2026-04
LX01739,2026-02,Organic,,12.99,2026-09
LX01740,2026-02,Paid social,,12.99,2026-02
LX01741,2026-02,Organic,,12.99,2026-04
LX01742,2026-02,Organic,,12.99,2026-09
LX01743,2026-02,Paid social,,12.99,2026-06
LX01744,2026-02,Referral,,12.99,2026-02
LX01745,2026-02,Paid social,,12.99,2026-08
LX01746,2026-02,Organic,,12.99,2026-02
LX01747,2026-02,Organic,,12.99,2026-03
LX01748,2026-02,Paid social,,12.99,2026-03
LX01749,2026-02,Referral,,12.99,2026-09
LX01750,2026-02,Paid social,,12.99,2026-02
LX01751,2026-02,Organic,,12.99,2026-08
LX01752,2026-02,Organic,,12.99,2026-02
LX01753,2026-02,Paid social,,12.99,2026-09
LX01754,2026-02,Paid social,,12.99,2026-02
LX01755,2026-02,Organic,,12.99,2026-02
LX01756,2026-02,Paid social,,12.99,2026-03
LX01757,2026-02,Paid social,,12.99,2026-05
LX01758,2026-02,Paid social,,12.99,2026-09
LX01759,2026-02,Organic,,12.99,2026-06
LX01760,2026-02,Paid social,,12.99,2026-03
LX01761,2026-02,Paid social,,12.99,2026-02
LX01762,2026-02,Organic,,12.99,2026-09
LX01763,2026-02,Paid social,,12.99,2026-03
LX01764,2026-02,Organic,,12.99,2026-04
LX01765,2026-02,Organic,,12.99,2026-09
LX01766,2026-02,Organic,,12.99,2026-09
LX01767,2026-02,Paid social,,12.99,2026-09
LX01768,2026-02,Organic,,12.99,2026-09
LX01769,2026-02,Organic,,12.99,2026-02
LX01770,2026-02,Organic,,12.99,2026-09
LX01771,2026-02,Organic,,12.99,2026-03
LX01772,2026-02,Organic,,12.99,2026-09
LX01773,2026-02,Organic,,12.99,2026-09
LX01774,2026-02,Organic,,12.99,2026-09
LX01775,2026-02,Paid social,,12.99,2026-05
LX01776,2026-02,Organic,,12.99,2026-02
LX01777,2026-02,Organic,,12.99,2026-09
LX01778,2026-02,Organic,,12.99,2026-09
LX01779,2026-02,Referral,,12.99,2026-03
LX01780,2026-02,Organic,,12.99,2026-09
LX01781,2026-02,Organic,,12.99,2026-02
LX01782,2026-02,Organic,,12.99,2026-09
LX01783,2026-02,Referral,,12.99,2026-02
LX01784,2026-02,Paid social,,12.99,2026-04
LX01785,2026-02,Paid social,,12.99,2026-05
LX01786,2026-02,Paid social,,12.99,2026-09
LX01787,2026-02,Paid social,,12.99,2026-04
LX01788,2026-02,Organic,,12.99,2026-05
LX01789,2026-02,Paid social,,12.99,2026-06
LX01790,2026-02,Organic,,12.99,2026-03
LX01791,2026-02,Paid social,,12.99,2026-04
LX01792,2026-02,Paid social,,12.99,2026-02
LX01793,2026-02,Organic,,12.99,2026-06
LX01794,2026-02,Referral,,12.99,2026-09
LX01795,2026-02,Referral,,12.99,2026-09
LX01796,2026-02,Organic,,12.99,2026-06
LX01797,2026-02,Paid social,,12.99,2026-02
LX01798,2026-02,Organic,,12.99,2026-05
LX01799,2026-02,Organic,,12.99,2026-02
LX01800,2026-02,Organic,,12.99,2026-05
LX01801,2026-02,Referral,,12.99,2026-03
LX01802,2026-02,Organic,,12.99,2026-03
LX01803,2026-02,Organic,,12.99,2026-02
LX01804,2026-02,Organic,,12.99,2026-09
LX01805,2026-02,Paid social,,12.99,2026-06
LX01806,2026-02,Referral,,12.99,2026-02
LX01807,2026-02,Referral,,12.99,2026-02
LX01808,2026-02,Referral,,12.99,2026-09
LX01809,2026-02,Organic,,12.99,2026-09
LX01810,2026-02,Organic,,12.99,2026-09
LX01811,2026-02,Paid social,,12.99,2026-09
LX01812,2026-02,Paid social,,12.99,2026-02
LX01813,2026-02,Organic,,12.99,2026-02
LX01814,2026-02,Organic,,12.99,2026-09
LX01815,2026-02,Organic,,12.99,2026-09
LX01816,2026-02,Referral,,12.99,2026-02
LX01817,2026-02,Organic,,12.99,2026-09
LX01818,2026-02,Organic,,12.99,2026-09
LX01819,2026-02,Paid social,,12.99,2026-02
LX01820,2026-02,Organic,,12.99,2026-09
LX01821,2026-02,Organic,,12.99,2026-02
LX01822,2026-02,Organic,,12.99,2026-09
LX01823,2026-02,Organic,,12.99,2026-04
LX01824,2026-02,Referral,,12.99,2026-05
LX01825,2026-02,Organic,,12.99,2026-05
LX01826,2026-02,Paid social,,12.99,2026-02
LX01827,2026-02,Organic,,12.99,2026-09
LX01828,2026-02,Organic,,12.99,2026-04
LX01829,2026-02,Organic,,12.99,2026-02
LX01830,2026-02,Paid social,,12.99,2026-08
LX01831,2026-02,Organic,,12.99,2026-08
LX01832,2026-02,Organic,,12.99,2026-08
LX01833,2026-02,Paid social,,12.99,2026-09
LX01834,2026-02,Paid social,,12.99,2026-02
LX01835,2026-02,Organic,,12.99,2026-09
LX01836,2026-02,Referral,,12.99,2026-02
LX01837,2026-02,Organic,,12.99,2026-02
LX01838,2026-02,Paid social,,12.99,2026-09
LX01839,2026-02,Organic,,12.99,2026-08
LX01840,2026-02,Paid social,,12.99,2026-02
LX01841,2026-02,Paid social,,12.99,2026-07
LX01842,2026-02,Referral,,12.99,2026-04
LX01843,2026-02,Paid social,,12.99,2026-02
LX01844,2026-02,Organic,,12.99,2026-02
LX01845,2026-02,Organic,,12.99,2026-04
LX01846,2026-02,Paid social,,12.99,2026-06
LX01847,2026-02,Referral,,12.99,2026-09
LX01848,2026-02,Organic,,12.99,2026-02
LX01849,2026-02,Organic,,12.99,2026-02
LX01850,2026-02,Paid social,,12.99,2026-09
LX01851,2026-02,Organic,,12.99,2026-02
LX01852,2026-02,Referral,,12.99,2026-07
LX01853,2026-02,Paid social,,12.99,2026-02
LX01854,2026-02,Paid social,,12.99,2026-02
LX01855,2026-02,Organic,,12.99,2026-05
LX01856,2026-02,Organic,,12.99,2026-06
LX01857,2026-02,Paid social,,12.99,2026-09
LX01858,2026-02,Organic,,12.99,2026-02
LX01859,2026-02,Paid social,,12.99,2026-02
LX01860,2026-02,Organic,,12.99,2026-04
LX01861,2026-02,Referral,,12.99,2026-09
LX01862,2026-02,Organic,,12.99,2026-09
LX01863,2026-02,Organic,,12.99,2026-09
LX01864,2026-02,Organic,,12.99,2026-09
LX01865,2026-02,Paid social,,12.99,2026-03
LX01866,2026-02,Referral,,12.99,2026-02
LX01867,2026-02,Paid social,,12.99,2026-07
LX01868,2026-02,Organic,,12.99,2026-02
LX01869,2026-02,Paid social,,12.99,2026-02
LX01870,2026-02,Paid social,,12.99,2026-02
LX01871,2026-02,Organic,,12.99,2026-05
LX01872,2026-02,Organic,,12.99,2026-09
LX01873,2026-02,Referral,,12.99,2026-07
LX01874,2026-02,Organic,,12.99,2026-02
LX01875,2026-02,Paid social,,12.99,2026-02
LX01876,2026-02,Referral,,12.99,2026-04
LX01877,2026-02,Referral,,12.99,2026-06
LX01878,2026-02,Organic,,12.99,2026-06
LX01879,2026-02,Paid social,,12.99,2026-06
LX01880,2026-02,Organic,,12.99,2026-02
LX01881,2026-02,Paid social,,12.99,2026-02
LX01882,2026-02,Referral,,12.99,2026-09
LX01883,2026-02,Paid social,,12.99,2026-02
LX01884,2026-02,Paid social,,12.99,2026-03
LX01885,2026-02,Paid social,,12.99,2026-02
LX01886,2026-02,Paid social,,12.99,2026-03
LX01887,2026-02,Paid social,,12.99,2026-04
LX01888,2026-02,Organic,,12.99,2026-09
LX01889,2026-02,Organic,,12.99,2026-02
LX01890,2026-02,Paid social,,12.99,2026-02
LX01891,2026-02,Paid social,,12.99,2026-02
LX01892,2026-02,Paid social,,12.99,2026-07
LX01893,2026-02,Organic,,12.99,2026-09
LX01894,2026-02,Paid social,,12.99,2026-06
LX01895,2026-02,Organic,,12.99,2026-09
LX01896,2026-02,Organic,,12.99,2026-05
LX01897,2026-02,Referral,,12.99,2026-04
LX01898,2026-02,Referral,,12.99,2026-05
LX01899,2026-02,Paid social,,12.99,2026-05
LX01900,2026-02,Paid social,,12.99,2026-09
LX01901,2026-02,Organic,,12.99,2026-02
LX01902,2026-02,Referral,,12.99,2026-03
LX01903,2026-02,Organic,,12.99,2026-02
LX01904,2026-02,Paid social,,12.99,2026-03
LX01905,2026-02,Referral,,12.99,2026-09
LX01906,2026-02,Paid social,,12.99,2026-09
LX01907,2026-02,Organic,,12.99,2026-09
LX01908,2026-02,Organic,,12.99,2026-08
LX01909,2026-02,Organic,,12.99,2026-02
LX01910,2026-02,Paid social,,12.99,2026-02
LX01911,2026-02,Paid social,,12.99,2026-05
LX01912,2026-02,Organic,,12.99,2026-09
LX01913,2026-02,Referral,,12.99,2026-02
LX01914,2026-02,Organic,,12.99,2026-05
LX01915,2026-02,Referral,,12.99,2026-04
LX01916,2026-02,Paid social,,12.99,2026-06
LX01917,2026-02,Organic,,12.99,2026-09
LX01918,2026-02,Referral,,12.99,2026-05
LX01919,2026-02,Organic,,12.99,2026-02
LX01920,2026-02,Organic,,12.99,2026-09
LX01921,2026-02,Paid social,,12.99,2026-02
LX01922,2026-02,Paid social,,12.99,2026-05
LX01923,2026-02,Referral,,12.99,2026-05
LX01924,2026-02,Paid social,,12.99,2026-02
LX01925,2026-02,Paid social,,12.99,2026-06
LX01926,2026-02,Organic,,12.99,2026-09
LX01927,2026-02,Paid social,,12.99,2026-02
LX01928,2026-02,Paid social,,12.99,2026-03
LX01929,2026-02,Paid social,,12.99,2026-04
LX01930,2026-02,Organic,,12.99,2026-08
LX01931,2026-02,Organic,,12.99,2026-02
LX01932,2026-02,Organic,,12.99,2026-07
LX01933,2026-02,Organic,,12.99,2026-02
LX01934,2026-02,Paid social,,12.99,2026-02
LX01935,2026-02,Paid social,,12.99,2026-02
LX01936,2026-02,Referral,,12.99,2026-09
LX01937,2026-02,Organic,,12.99,2026-08
LX01938,2026-02,Organic,,12.99,2026-03
LX01939,2026-02,Organic,,12.99,2026-07
LX01940,2026-02,Paid social,,12.99,2026-02
LX01941,2026-02,Organic,,12.99,2026-02
LX01942,2026-02,Paid social,,12.99,2026-02
LX01943,2026-02,Organic,,12.99,2026-09
LX01944,2026-02,Referral,,12.99,2026-08
LX01945,2026-02,Organic,,12.99,2026-02
